Daily hospital occupancy,value_t-1,value_t-2,value_t-3,value_t-4,value_t-5,value_t-6,value_t-7,country_Belgium,country_Croatia,country_Cyprus,country_Czechia,country_Denmark,country_Estonia,country_Iceland,country_Ireland,country_Italy,country_Lithuania,country_Netherlands,country_Norway,country_Portugal,country_Slovenia,country_Spain
101,103,113,106,101,110,113,107,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
113,101,103,113,106,101,110,113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
103,113,101,103,113,106,101,110,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
108,103,113,101,103,113,106,101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
116,108,103,113,101,103,113,106,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119,116,108,103,113,101,103,113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124,119,116,108,103,113,101,103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128,124,119,116,108,103,113,101,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
129,128,124,119,116,108,103,113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131,129,128,124,119,116,108,103,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136,131,129,128,124,119,116,108,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
147,136,131,129,128,124,119,116,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
155,147,136,131,129,128,124,119,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
153,155,147,136,131,129,128,124,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
153,153,155,147,136,131,129,128,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
170,153,153,155,147,136,131,129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
177,170,153,153,155,147,136,131,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
179,177,170,153,153,155,147,136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
194,179,177,170,153,153,155,147,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
198,194,179,177,170,153,153,155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
208,198,194,179,177,170,153,153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
219,208,198,194,179,177,170,153,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1486,1279,1207,1238,1163,1061,998,845,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1632,1486,1279,1207,1238,1163,1061,998,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1783,1632,1486,1279,1207,1238,1163,1061,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1953,1783,1632,1486,1279,1207,1238,1163,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2146,1953,1783,1632,1486,1279,1207,1238,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2166,2146,1953,1783,1632,1486,1279,1207,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2218,2166,2146,1953,1783,1632,1486,1279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2577,2218,2166,2146,1953,1783,1632,1486,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2690,2577,2218,2166,2146,1953,1783,1632,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2970,2690,2577,2218,2166,2146,1953,1783,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3205,2970,2690,2577,2218,2166,2146,1953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3444,3205,2970,2690,2577,2218,2166,2146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3537,3444,3205,2970,2690,2577,2218,2166,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3697,3537,3444,3205,2970,2690,2577,2218,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4138,3697,3537,3444,3205,2970,2690,2577,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4437,4138,3697,3537,3444,3205,2970,2690,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4846,4437,4138,3697,3537,3444,3205,2970,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5088,4846,4437,4138,3697,3537,3444,3205,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5436,5088,4846,4437,4138,3697,3537,3444,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5355,5436,5088,4846,4437,4138,3697,3537,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5664,5355,5436,5088,4846,4437,4138,3697,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6179,5664,5355,5436,5088,4846,4437,4138,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6509,6179,5664,5355,5436,5088,4846,4437,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6562,6509,6179,5664,5355,5436,5088,4846,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7261,6562,6509,6179,5664,5355,5436,5088,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7634,7261,6562,6509,6179,5664,5355,5436,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7305,7634,7261,6562,6509,6179,5664,5355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7438,7305,7634,7261,6562,6509,6179,5664,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8012,7438,7305,7634,7261,6562,6509,6179,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8099,8012,7438,7305,7634,7261,6562,6509,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8156,8099,8012,7438,7305,7634,7261,6562,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8136,8156,8099,8012,7438,7305,7634,7261,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8028,8136,8156,8099,8012,7438,7305,7634,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7403,8028,8136,8156,8099,8012,7438,7305,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7383,7403,8028,8136,8156,8099,8012,7438,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7669,7383,7403,8028,8136,8156,8099,8012,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7497,7669,7383,7403,8028,8136,8156,8099,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7253,7497,7669,7383,7403,8028,8136,8156,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7096,7253,7497,7669,7383,7403,8028,8136,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6987,7096,7253,7497,7669,7383,7403,8028,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6461,6987,7096,7253,7497,7669,7383,7403,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6306,6461,6987,7096,7253,7497,7669,7383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6529,6306,6461,6987,7096,7253,7497,7669,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6086,6529,6306,6461,6987,7096,7253,7497,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6459,6086,6529,6306,6461,6987,7096,7253,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6226,6459,6086,6529,6306,6461,6987,7096,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5995,6226,6459,6086,6529,6306,6461,6987,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5357,5995,6226,6459,6086,6529,6306,6461,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5321,5357,5995,6226,6459,6086,6529,6306,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5678,5321,5357,5995,6226,6459,6086,6529,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5507,5678,5321,5357,5995,6226,6459,6086,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5297,5507,5678,5321,5357,5995,6226,6459,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5141,5297,5507,5678,5321,5357,5995,6226,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4928,5141,5297,5507,5678,5321,5357,5995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4459,4928,5141,5297,5507,5678,5321,5357,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4523,4459,4928,5141,5297,5507,5678,5321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5707,4954,4640,4378,4303,4955,4930,4955,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5956,5707,4954,4640,4378,4303,4955,4930,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6122,5956,5707,4954,4640,4378,4303,4955,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6139,6122,5956,5707,4954,4640,4378,4303,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5644,6139,6122,5956,5707,4954,4640,4378,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5949,5644,6139,6122,5956,5707,4954,4640,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6262,5949,5644,6139,6122,5956,5707,4954,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7203,6262,5949,5644,6139,6122,5956,5707,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7383,7203,6262,5949,5644,6139,6122,5956,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7373,7383,7203,6262,5949,5644,6139,6122,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7512,7373,7383,7203,6262,5949,5644,6139,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7306,7512,7373,7383,7203,6262,5949,5644,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6729,7306,7512,7373,7383,7203,6262,5949,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6839,6729,7306,7512,7373,7383,7203,6262,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7379,6839,6729,7306,7512,7373,7383,7203,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7433,7379,6839,6729,7306,7512,7373,7383,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7259,7433,7379,6839,6729,7306,7512,7373,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7182,7259,7433,7379,6839,6729,7306,7512,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7095,7182,7259,7433,7379,6839,6729,7306,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6471,7095,7182,7259,7433,7379,6839,6729,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6437,6471,7095,7182,7259,7433,7379,6839,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6925,6437,6471,7095,7182,7259,7433,7379,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6641,6925,6437,6471,7095,7182,7259,7433,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6471,6641,6925,6437,6471,7095,7182,7259,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6352,6471,6641,6925,6437,6471,7095,7182,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6328,6352,6471,6641,6925,6437,6471,7095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5827,6328,6352,6471,6641,6925,6437,6471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5866,5827,6328,6352,6471,6641,6925,6437,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6288,5866,5827,6328,6352,6471,6641,6925,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6251,6288,5866,5827,6328,6352,6471,6641,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6095,6251,6288,5866,5827,6328,6352,6471,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5988,6095,6251,6288,5866,5827,6328,6352,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5931,5988,6095,6251,6288,5866,5827,6328,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5491,5931,5988,6095,6251,6288,5866,5827,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5538,5491,5931,5988,6095,6251,6288,5866,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6063,5538,5491,5931,5988,6095,6251,6288,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5953,6063,5538,5491,5931,5988,6095,6251,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5924,5953,6063,5538,5491,5931,5988,6095,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5949,5924,5953,6063,5538,5491,5931,5988,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5932,5949,5924,5953,6063,5538,5491,5931,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5598,5932,5949,5924,5953,6063,5538,5491,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5740,5598,5932,5949,5924,5953,6063,5538,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6155,5740,5598,5932,5949,5924,5953,6063,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6089,6155,5740,5598,5932,5949,5924,5953,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6010,6089,6155,5740,5598,5932,5949,5924,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5986,6010,6089,6155,5740,5598,5932,5949,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5922,5986,6010,6089,6155,5740,5598,5932,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5617,5922,5986,6010,6089,6155,5740,5598,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
5830,5617,5922,5986,6010,6089,6155,5740,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6315,5830,5617,5922,5986,6010,6089,6155,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6348,6315,5830,5617,5922,5986,6010,6089,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6432,6348,6315,5830,5617,5922,5986,6010,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6529,6432,6348,6315,5830,5617,5922,5986,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6546,6529,6432,6348,6315,5830,5617,5922,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6146,6546,6529,6432,6348,6315,5830,5617,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6353,6146,6546,6529,6432,6348,6315,5830,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7050,6353,6146,6546,6529,6432,6348,6315,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7083,7050,6353,6146,6546,6529,6432,6348,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7174,7083,7050,6353,6146,6546,6529,6432,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7391,7174,7083,7050,6353,6146,6546,6529,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7488,7391,7174,7083,7050,6353,6146,6546,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7193,7488,7391,7174,7083,7050,6353,6146,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7458,7193,7488,7391,7174,7083,7050,6353,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8123,7581,7533,8048,8172,8321,8638,8969,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7849,8123,7581,7533,8048,8172,8321,8638,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7530,7849,8123,7581,7533,8048,8172,8321,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7227,7530,7849,8123,7581,7533,8048,8172,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6388,7227,7530,7849,8123,7581,7533,8048,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6230,6388,7227,7530,7849,8123,7581,7533,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6323,6230,6388,7227,7530,7849,8123,7581,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
147,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
137,147,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
140,137,147,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
133,140,137,147,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
144,133,140,137,147,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
141,144,133,140,137,147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
127,141,144,133,140,137,147,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
122,127,141,144,133,140,137,147,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
119,122,127,141,144,133,140,137,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
118,119,122,127,141,144,133,140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
115,118,119,122,127,141,144,133,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
116,115,118,119,122,127,141,144,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
112,116,115,118,119,122,127,141,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
107,112,116,115,118,119,122,127,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,107,112,116,115,118,119,122,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
106,110,107,112,116,115,118,119,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100,106,110,107,112,116,115,118,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
98,100,106,110,107,112,116,115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
103,98,100,106,110,107,112,116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
99,103,98,100,106,110,107,112,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
100,99,103,98,100,106,110,107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
97,100,99,103,98,100,106,110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85,97,100,99,103,98,100,106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
81,85,97,100,99,103,98,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
75,81,85,97,100,99,103,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79,75,81,85,97,100,99,103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
73,79,75,81,85,97,100,99,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,73,79,75,81,85,97,100,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,17,73,79,75,81,85,97,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,13,17,73,79,75,81,85,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9,12,13,17,73,79,75,81,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
49,9,12,13,17,73,79,75,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46,49,9,12,13,17,73,79,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,46,49,9,12,13,17,73,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39,43,46,49,9,12,13,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38,39,43,46,49,9,12,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,38,39,43,46,49,9,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
39,37,38,39,43,46,49,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38,39,37,38,39,43,46,49,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
37,38,39,37,38,39,43,46,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32,37,38,39,37,38,39,43,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33,32,37,38,39,37,38,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
36,33,32,37,38,39,37,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
31,36,33,32,37,38,39,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,31,36,33,32,37,38,39,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
29,29,31,36,33,32,37,38,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,29,29,31,36,33,32,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26,27,29,29,31,36,33,32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,26,27,29,29,31,36,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,24,26,27,29,29,31,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,23,24,26,27,29,29,31,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,17,23,24,26,27,29,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,18,17,23,24,26,27,29,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,18,18,17,23,24,26,27,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,17,18,18,17,23,24,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,15,17,18,18,17,23,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,18,15,17,18,18,17,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,18,18,15,17,18,18,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,17,18,18,15,17,18,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,19,17,18,18,15,17,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,17,19,17,18,18,15,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,20,17,19,17,18,18,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,16,20,17,19,17,18,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,19,16,20,17,19,17,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,18,19,16,20,17,19,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,18,18,19,16,20,17,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,16,18,18,19,16,20,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,19,16,18,18,19,16,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,16,19,16,18,18,19,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,17,16,19,16,18,18,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,23,17,16,19,16,18,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,22,23,17,16,19,16,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,22,22,23,17,16,19,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,21,22,22,23,17,16,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,18,21,22,22,23,17,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,18,18,21,22,22,23,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,16,18,18,21,22,22,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,20,16,18,18,21,22,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,24,20,16,18,18,21,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,24,24,20,16,18,18,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24,23,24,24,20,16,18,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,24,23,24,24,20,16,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,25,24,23,24,24,20,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,21,25,24,23,24,24,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,20,21,25,24,23,24,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,23,20,21,25,24,23,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,20,23,20,21,25,24,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13,16,20,23,20,21,25,24,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,13,16,20,23,20,21,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14,14,13,16,20,23,20,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12,14,14,13,16,20,23,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,12,14,14,13,16,20,23,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,16,12,14,14,13,16,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,18,16,12,14,14,13,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,16,18,16,12,14,14,13,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,20,16,18,16,12,14,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,22,20,16,18,16,12,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,22,22,20,16,18,16,12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,19,22,22,20,16,18,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,20,19,22,22,20,16,18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,21,20,19,22,22,20,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
19,19,21,20,19,22,22,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,19,19,21,20,19,22,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,21,19,19,21,20,19,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21,21,21,19,19,21,20,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23,21,21,21,19,19,21,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20,23,21,21,21,19,19,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15,20,23,21,21,21,19,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,15,20,23,21,21,21,19,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18,17,15,20,23,21,21,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16,18,17,15,20,23,21,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27,16,18,17,15,20,23,21,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
120,105,105,106,109,102,107,110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
124,120,105,105,106,109,102,107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
116,124,120,105,105,106,109,102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
115,116,124,120,105,105,106,109,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
106,115,116,124,120,105,105,106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
103,106,115,116,124,120,105,105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
102,103,106,115,116,124,120,105,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
107,102,103,106,115,116,124,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
103,107,102,103,106,115,116,124,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
104,103,107,102,103,106,115,116,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
104,104,103,107,102,103,106,115,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,104,104,103,107,102,103,106,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
110,110,104,104,103,107,102,103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
119,110,110,104,104,103,107,102,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
129,119,110,110,104,104,103,107,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
128,129,119,110,110,104,104,103,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
122,128,129,119,110,110,104,104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
124,122,128,129,119,110,110,104,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
125,124,122,128,129,119,110,110,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
